Program,Lokalizacja stacji,F [MHz],Dł.geogr.,Sz.geogr.,Układ wsp.,ERP[kW],H ant.,Dl.dd,Sz.dd,geometry
Radio VANESSA,"Olesno, ul. Kluczborska 44",94.9,"18E24'26""","50N53'11""",WGS84,0.09999999999999998,53.0,18.407222,50.886389,POINT (18.407222 50.886389)
Program 4 - Polskie Radio 24,"Ciechanów, ul. Tysiąclecia 18",95.5,"20E36'14""","52N51'23""",WGS84,0.19952623149688797,114.0,20.603889,52.856389,POINT (20.603889 52.856389)
Program 4 - Polskie Radio 24,"Ciechanów, ul. Monte Cassino 1",95.5,"20E34'48""","52N52'19""",WGS84,0.1819700858609984,100.0,20.58,52.871944,POINT (20.58 52.871944)
RMF FM,Gorzów Wielkopolski ul. Podmiejska 21,96.1,"15E16'34""","52N44'15""",WGS84,1.0,97.0,15.276111,52.7375,POINT (15.276111 52.7375)
RMF FM,Gorzów Wielkopolski ul. Podmiejska 21,96.1,"15E16'34""","52N44'15""",WGS84,1.0,86.0,15.276111,52.7375,POINT (15.276111 52.7375)
RMF FM,Suwalki Krzemianucha,95.1,"22E52'23""","54N11'44""",WGS84,1.5848931924611136,180.0,22.873056,54.195556,POINT (22.873056 54.195556)
RMF MAXXX - Pomorze,Bytów,101.2,"17E29'51""","54N10'50""",WGS84,1.0,73.0,17.4975,54.180556,POINT (17.4975 54.180556)
RMF MAXXX - Pomorze,Bytów,101.2,"17E29'51""","54N10'50""",WGS84,1.0,73.0,17.4975,54.180556,POINT (17.4975 54.180556)
ESKA Beskidy,"Łysina k. Żywca, ul. Nowa 1",97.0,"19E17'48""","49N44'40""",WGS84,0.09999999999999998,15.0,19.296667,49.744444,POINT (19.296667 49.744444)
ESKA Beskidy,"Łysina k. Żywca, ul. Nowa 1",97.0,"19E17'48""","49N44'40""",WGS84,0.09999999999999998,15.0,19.296667,49.744444,POINT (19.296667 49.744444)
Złote Przeboje Echo,Nowy Targ Góra Turbacz,91.3,"20E07'13""","49N32'22""",WGS84,0.5011872336272722,12.0,20.120278,49.539444,POINT (20.120278 49.539444)
Złote Przeboje Echo,Gorlice,99.6,"21E10'53""","49N40'39""",WGS84,0.09999999999999998,147.0,21.181389,49.6775,POINT (21.181389 49.6775)
PR II,"Legnica, ul. Złotoryjska 194",105.3,"16E06'48""","51N11'05""",WGS84,1.9952623149688797,148.0,16.113333,51.184722,POINT (16.113333 51.184722)
Twoja Polska Stacja,"Częstochowa, ul. Koksowa 11",101.9,"19E10'51""","50N47'42""",WGS84,0.5011872336272722,150.0,19.180833,50.795,POINT (19.180833 50.795)
Radio Maryja,Piotrków Trybunalski ul. Rolnicza 75,95.7,"19E41'04""","51N25'29""",WGS84,0.3162277660168379,95.0,19.684444,51.424722,POINT (19.684444 51.424722)
"Radio Złote Przeboje 99,3 FM",Zamość Feliksówka,99.3,"23E15'43""","50N36'35""",WGS84,0.6025595860743578,84.0,23.261944,50.609722,POINT (23.261944 50.609722)
Radio Leliwa,"Stalowa Wola, ul. Jana Pawła II 25A",93.5,"22E03'03""","50N34'20""",WGS84,0.09999999999999998,60.0,22.050833,50.572222,POINT (22.050833 50.572222)
Radio Leliwa,"Stalowa Wola, ul. Jana Pawła II 25A",93.5,"22E03'32""","50N34'35""",WGS84,1.0,60.0,22.058889,50.576389,POINT (22.058889 50.576389)
Radio ELKA ZAGŁĘBIA MIEDZIOWEGO,Polkowice,98.3,"16E04'01""","51N28'57""",WGS84,1.0,217.0,16.066944,51.4825,POINT (16.066944 51.4825)
Radio VANESSA,"Krapkowice, ul. Opolska 103",95.8,"17E56'48""","50N29'07""",WGS84,1.0,95.0,17.946667,50.485278,POINT (17.946667 50.485278)
Radio Maryja,Wejherowo ul. Jana III Sobieskiego 337,89.7,"18E13'52""","54N36'06""",WGS84,0.5011872336272722,30.0,18.231111,54.601667,POINT (18.231111 54.601667)
Radio Maryja,Węgrów ul. Gdańska 83,89.5,"22E00'16""","52N24'51""",WGS84,1.0,72.0,22.004444,52.414167,POINT (22.004444 52.414167)
RADIO VICTORIA MIĘDZY ŁODZIĄ A WARSZAWĄ,Regnów 7,94.7,"20E23'21""","51N44'55""",WGS84,1.0,33.0,20.389167,51.748611,POINT (20.389167 51.748611)
RADIO VICTORIA MIĘDZY ŁODZIĄ A WARSZAWĄ,Mszczonów  ul. Towarowa,98.1,"20E31'53""","51N57'49""",WGS84,1.0,41.0,20.531389,51.963611,POINT (20.531389 51.963611)
RADIO VICTORIA MIĘDZY ŁODZIĄ A WARSZAWĄ,Kutno ul. Zamojskiego 2,93.8,"19E20'50""","52N14'27""",WGS84,1.0,44.0,19.347222,52.240833,POINT (19.347222 52.240833)
Radio Regionalne,"Sieradz, ul. Zachodnia 2",96.7,"18E41'51""","51N35'56""",WGS84,1.0,104.0,18.6975,51.598889,POINT (18.6975 51.598889)
RMF Classic,"Częstochowa, ul. Koksowa 11",89.9,"19E10'51""","50N47'42""",WGS84,0.6456542290346556,151.0,19.180833,50.795,POINT (19.180833 50.795)
Radio Plus Bydgoszcz,Inowrocław ul. Biskupa Laubitza 9,91.6,"18E15'43""","52N47'59""",WGS84,0.09999999999999998,65.0,18.261944,52.799722,POINT (18.261944 52.799722)
Radio Maryja,Kościerzyna Skorzewo,96.0,"17E57'49""","54N09'40""",WGS84,0.5011872336272722,54.0,17.963611,54.161111,POINT (17.963611 54.161111)
WEEKEND FM,"Kościerzyna, ul. Tetmajera 3",91.7,"17E57'43""","54N07'21""",WGS84,0.7943282347242815,57.0,17.961944,54.1225,POINT (17.961944 54.1225)
"Meloradio 102,9","Słupca, ul. Przemysłowa 3",102.9,"17E50'59""","52N17'15""",WGS84,1.9952623149688797,40.0,17.849722,52.2875,POINT (17.849722 52.2875)
ESKA Elbląg,"Elbląg, ul. Królewiecka 217",94.1,"19E26'07""","54N11'02""",WGS84,1.0,53.0,19.435278,54.183889,POINT (19.435278 54.183889)
Radio Maryja,Władysławowo ul. Żeromskiego 32,93.1,"18E23'39""","54N47'51""",WGS84,0.30199517204020165,35.0,18.394167,54.7975,POINT (18.394167 54.7975)
Radio Maryja,Zamość Tarnawatka,96.5,"23E23'44""","50N31'25""",WGS84,10.000000000000002,104.0,23.395556,50.523611,POINT (23.395556 50.523611)
Radio Maryja,"Feliksówka, działka nr 322 1",96.5,"23E15'43""","50N36'35""",WGS84,0.5011872336272722,84.0,23.261944,50.609722,POINT (23.261944 50.609722)
Radio Maryja,Biała Podlaska,87.8,"23E04'26""","52N02'04""",WGS84,1.0,66.0,23.073889,52.034444,POINT (23.073889 52.034444)
Radio Maryja,Płońsk ul. Przemysłowa 2,105.3,"20E21'40""","52N36'57""",WGS84,1.0,67.0,20.361111,52.615833,POINT (20.361111 52.615833)
Radio Maryja,Kutno ul. Metalowa 10,88.3,"19E24'16""","52N12'35""",WGS84,1.0,135.0,19.404444,52.209722,POINT (19.404444 52.209722)
Radio Maryja,Radom ul. Energetyków 16,94.2,"21E11'58""","51N24'46""",WGS84,0.5011872336272722,145.0,21.199444,51.412778,POINT (21.199444 51.412778)
Radio Maryja,"Radom, ul. Przytycka 2",94.2,"21E06'50""","51N24'29""",WGS84,0.5011872336272722,125.0,21.113889,51.408056,POINT (21.113889 51.408056)
Radio Maryja,Wysocko Wielkie k/Ostrowa Wlkp.,88.2,"17E51'45""","51N37'55""",WGS84,1.0,65.0,17.8625,51.631944,POINT (17.8625 51.631944)
Radio Maryja,Hrubieszów,95.8,"23E46'41""","50N48'59""",WGS84,1.0,60.0,23.778056,50.816389,POINT (23.778056 50.816389)
Radio Maryja,Stargard ul. Nasienna 6,89.4,"15E00'17""","53N21'02""",WGS84,1.9952623149688797,75.0,15.004722,53.350556,POINT (15.004722 53.350556)
Radio Maryja,"Ciechanów, ul. Tysiąclecia 18",91.8,"20E36'13""","52N51'22""",WGS84,1.2022644346174132,120.0,20.603611,52.856111,POINT (20.603611 52.856111)
Radio Maryja,Słubice ul. Wojska Polskiego 140,92.3,"14E33'48""","52N21'26""",WGS84,0.5011872336272722,30.0,14.563333,52.357222,POINT (14.563333 52.357222)
Radio Maryja,Kołobrzeg ul. Katedralna 37,100.0,"15E34'46""","54N10'38""",WGS84,0.5011872336272722,55.0,15.579444,54.177222,POINT (15.579444 54.177222)
Radio Maryja,Nowy Targ Góra Turbacz,95.5,"20E06'57""","49N32'41""",WGS84,0.09999999999999998,15.0,20.115833,49.544722,POINT (20.115833 49.544722)
Radio Maryja,Zakopane Antałówka,96.3,"19E58'14""","49N17'30""",WGS84,0.19952623149688797,31.0,19.970556,49.291667,POINT (19.970556 49.291667)
Radio Maryja,Kalisz Chełmce,105.6,"18E10'02""","51N42'04""",WGS84,1.0,41.0,18.167222,51.701111,POINT (18.167222 51.701111)
Radio Maryja,Kalisz Chełmce,105.6,"18E10'02""","51N42'04""",WGS84,1.0,41.0,18.167222,51.701111,POINT (18.167222 51.701111)
Radio Maryja,Kalisz Chełmce,105.6,"18E10'02""","51N42'04""",WGS84,1.0,41.0,18.167222,51.701111,POINT (18.167222 51.701111)
Radio Maryja,"Wyszków, ul. Przemysłowa 4",92.7,"21E26'33""","52N36'29""",WGS84,0.5011872336272722,100.0,21.4425,52.608056,POINT (21.4425 52.608056)
RMF Classic,"Toruń, ul. Ceramiczna 6",105.5,"18E41'28""","53N02'51""",WGS84,0.5011872336272722,170.0,18.691111,53.0475,POINT (18.691111 53.0475)
RMF Classic,"Toruń, ul. Ceramiczna 6",105.5,"18E41'28""","53N02'51""",WGS84,0.5011872336272722,222.0,18.691111,53.0475,POINT (18.691111 53.0475)
Program 4 - Polskie Radio 24,Kołobrzeg Stramnica,87.9,"15E38'13""","54N08'58""",WGS84,0.5011872336272722,106.0,15.636944,54.149444,POINT (15.636944 54.149444)
"Radio Złote Przeboje 93,2 FM",Małogoszcz,93.2,"20E14'38""","50N48'20""",WGS84,5.011872336272723,75.0,20.243889,50.805556,POINT (20.243889 50.805556)
"Radio Złote Przeboje 93,2 FM","Jędrzejów, ul. Przemysłowa 8",93.2,"20E16'30""","50N38'33""",WGS84,5.011872336272723,100.0,20.275,50.6425,POINT (20.275 50.6425)
Program 2,Leszno ul. Dekana 3,88.7,"16E35'51""","51N50'27""",WGS84,0.251188643150958,76.0,16.5975,51.840833,POINT (16.5975 51.840833)
Radio Regionalne,"Brzeg, ul. Wrocławska 18",88.0,"17E27'16""","50N51'59""",WGS84,1.0,93.0,17.454444,50.866389,POINT (17.454444 50.866389)
Radio Regionalne,Zakład Energetyczny,107.7,"17E42'17""","51N04'16""",WGS84,1.0,40.0,17.704722,51.071111,POINT (17.704722 51.071111)
Radio Regionalne,"48-100 Głubczyce, ul. Fabryczna 3",94.8,"17E49'38""","50N11'55""",WGS84,1.0,70.0,17.827222,50.198611,POINT (17.827222 50.198611)
Radio Regionalne,"48-100 Głubczyce, ul. Fabryczna 3",94.8,"17E49'38""","50N11'55""",WGS84,1.0,70.0,17.827222,50.198611,POINT (17.827222 50.198611)
"Radio Złote Przeboje 90,0 FM","Legnica, ul. Złotoryjska 194",90.0,"16E06'41""","51N11'04""",WGS84,3.9810717055349727,148.0,16.111389,51.184444,POINT (16.111389 51.184444)
Radio Maryja,Ustroń Góra Czantoria,93.9,"18E49'10""","49N40'59""",WGS84,0.19952623149688797,14.0,18.819444,49.683056,POINT (18.819444 49.683056)
Radio Regionalne,82-500 Kwidzyn ul. Południowa 14a,106.0,"18E55'33""","53N43'11""",WGS84,1.0,74.0,18.925833,53.719722,POINT (18.925833 53.719722)
Radio Kaszebe,Gdańsk Chwaszczyno,92.3,"18E26'09""","54N27'10""",WGS84,1.9952623149688797,210.0,18.435833,54.452778,POINT (18.435833 54.452778)
Radio Kaszebe,Hel Port Rybacki,106.1,"18E48'01""","54N36'10""",WGS84,1.0,26.0,18.800278,54.602778,POINT (18.800278 54.602778)
Radio Kaszebe,Gdynia Rekowo,98.9,"18E20'59""","54N38'29""",WGS84,1.9952623149688797,64.0,18.349722,54.641389,POINT (18.349722 54.641389)
Radio Regionalne,Wieruszów,104.0,"18E10'28""","51N17'04""",WGS84,1.0,87.0,18.174444,51.284444,POINT (18.174444 51.284444)
Radio Regionalne,Wieruszów,104.0,"18E10'28""","51N17'04""",WGS84,1.0,87.0,18.174444,51.284444,POINT (18.174444 51.284444)
"Złote Przeboje 101,3 FM","Pabianice, ul. Lutomierska 50",101.3,"19E19'54""","51N40'40""",WGS84,10.000000000000002,130.0,19.331667,51.677778,POINT (19.331667 51.677778)
Radio Rodzina,"Świdnica, Pl. Jana Pawła II",98.1,"16E29'29""","50N50'27""",WGS84,0.5011872336272722,81.0,16.491389,50.840833,POINT (16.491389 50.840833)
Program 4 - Polskie Radio 24,Bielawa ul. Strażacka 10,103.5,"16E36'03""","50N40'55""",WGS84,1.0,86.0,16.600833,50.681944,POINT (16.600833 50.681944)
Program 4 - Polskie Radio 24,"Inowrocław, ul. Fabryczna 4",90.0,"18E14'28""","52N44'59""",WGS84,0.30199517204020165,140.0,18.241111,52.749722,POINT (18.241111 52.749722)
RMF Classic,"Poznań, ul. Gdyńska 54",103.9,"16E59'23""","52N26'08""",WGS84,0.5011872336272722,156.0,16.989722,52.435556,POINT (16.989722 52.435556)
Radio ELKA,"Wolsztyn, ul. Fabryczna 3",99.8,"16E06'58""","52N06'13""",WGS84,1.0,210.0,16.116111,52.103611,POINT (16.116111 52.103611)
AIN KARIM Radio Skomielna Czarna,Skomielna Czarna,104.4,"19E50'14""","49N43'39""",WGS84,0.09999999999999998,22.0,19.837222,49.7275,POINT (19.837222 49.7275)
RMF MAXXX - Pomorze,"Kwidzyn, ul. Południowa 14a",88.6,"18E55'40""","53N43'12""",WGS84,0.5011872336272722,74.0,18.927778,53.72,POINT (18.927778 53.72)
RMF MAXXX - Pomorze,"Kwidzyn, ul. Południowa 14a",88.6,"18E55'33""","53N43'11""",WGS84,0.5011872336272722,74.0,18.925833,53.719722,POINT (18.925833 53.719722)
"Złote Przeboje Wanda 92,5 FM",Bogdanówka Koskowa Góra Skomielna Czarna,94.0,"19E46'48""","49N45'11""",WGS84,1.0,40.0,19.78,49.753056,POINT (19.78 49.753056)
Radio HIT,"Włocławek, ul. Dobrzyńska 5",107.6,"19E05'39""","52N40'21""",WGS84,0.5011872336272722,80.0,19.094167,52.6725,POINT (19.094167 52.6725)
Radio ELKA ZAGŁĘBIA MIEDZIOWEGO,"Głogów, ul. Rynek 10",89.6,"16E05'42""","51N39'41""",WGS84,0.19952623149688797,60.0,16.095,51.661389,POINT (16.095 51.661389)
Radio Elka Leszno,"Kościan, ul. Bernardyńska 2",88.0,"16E38'19""","52N04'57""",WGS84,0.30199517204020165,37.0,16.638611,52.0825,POINT (16.638611 52.0825)
Radio ELKA,"Rawicz, ul. Fiołkowa 2",101.4,"16E50'43""","51N36'00""",WGS84,0.30199517204020165,48.0,16.845278,51.6,POINT (16.845278 51.6)
Katolicka Rozgłośnia Diecezji Pelplińskiej - RADIO GŁOS,Szymbark,94.2,"18E06'03""","54N13'07""",WGS84,1.0,30.0,18.100833,54.218611,POINT (18.100833 54.218611)
RMF MAXX Tomaszów Mazowiecki,"Tomaszów Mazowiecki, ul. Spalska 111E",88.4,"20E02'42""","51N32'52""",WGS84,0.30199517204020165,152.0,20.045,51.547778,POINT (20.045 51.547778)
Radio Maryja,Gniezno Chojna,88.7,"17E17'24""","53N00'47""",WGS84,1.5848931924611136,103.0,17.29,53.013056,POINT (17.29 53.013056)
Program 2,Gubałówka,90.9,"19E56'11""","49N18'29""",WGS84,0.30199517204020165,39.0,19.936389,49.308056,POINT (19.936389 49.308056)
Radio Regionalne,"46-300 Olesno, ul. Leśna",89.1,"18E26'17""","50N53'29""",WGS84,1.0,69.0,18.438056,50.891389,POINT (18.438056 50.891389)
Radio Opole,"Olesno, ul. Leśna",89.1,"18E26'17""","50N53'29""",WGS84,1.0,69.0,18.438056,50.891389,POINT (18.438056 50.891389)
Radio Regionalne,Paczków,92.6,"17E00'36""","50N27'41""",WGS84,1.0,54.0,17.01,50.461389,POINT (17.01 50.461389)
Radio Regionalne,"Wysoka, ul. Strzelecka 80",105.1,"18E09'15""","50N27'55""",WGS84,0.19952623149688797,35.0,18.154167,50.465278,POINT (18.154167 50.465278)
Radio Regionalne,"Wysoka, ul. Strzelecka 80",105.1,"18E09'15""","50N27'55""",WGS84,0.19952623149688797,35.0,18.154167,50.465278,POINT (18.154167 50.465278)
Program 4 - Polskie Radio 24,"71-785 Szczecin, ul. Poznańska 3d",88.4,"14E32'38""","53N28'30""",WGS84,1.0,102.0,14.543889,53.475,POINT (14.543889 53.475)
Antyradio,"Szczecin Warszewo, ul. Poznańska 3d",104.9,"14E32'38""","53N28'30""",WGS84,0.1584893192461113,90.0,14.543889,53.475,POINT (14.543889 53.475)
Antyradio,"Szczecin Warszewo, ul. Poznańska 3D",104.9,"14E32'38""","53N28'30""",WGS84,0.1584893192461113,90.0,14.543889,53.475,POINT (14.543889 53.475)
Radio PLUS Koszalin,Piła ul. Piastowska 15,90.3,"16E44'16""","53N09'02""",WGS84,0.19952623149688797,70.0,16.737778,53.150556,POINT (16.737778 53.150556)
Radio PLUS Koszalin,Piła ul. Piastowska 15,90.3,"16E44'16""","53N09'02""",WGS84,0.19952623149688797,70.0,16.737778,53.150556,POINT (16.737778 53.150556)
Radio ZET,Słupsk ul. Koszalińska 1,92.1,"17E00'01""","54N27'09""",WGS84,0.30199517204020165,110.0,17.000278,54.4525,POINT (17.000278 54.4525)
Radio ZET,Słupsk ul. Koszalińska 1,92.1,"17E00'01""","54N27'09""",WGS84,0.30199517204020165,110.0,17.000278,54.4525,POINT (17.000278 54.4525)
Radio Fest,"Zabrze, ul. Wolności 416",100.2,"18E48'44""","50N17'57""",WGS84,5.011872336272723,190.0,18.812222,50.299167,POINT (18.812222 50.299167)
ESKA Ostrów-Kalisz,"Ostrów Wielkopolski, ul. Krotoszyńska 35",89.3,"17E48'10""","51N39'21""",WGS84,0.09999999999999998,40.0,17.802778,51.655833,POINT (17.802778 51.655833)
ESKA Ostrów-Kalisz,"Ostrów Wielkopolski, ul. Krotoszyńska 35",89.3,"17E48'10""","51N39'21""",WGS84,0.09999999999999998,40.0,17.802778,51.655833,POINT (17.802778 51.655833)
Radio Maryja,Ostrołęka ul. Kopernika 9,95.0,"21E34'27""","53N05'14""",WGS84,0.19952623149688797,82.0,21.574167,53.087222,POINT (21.574167 53.087222)
Radio Maryja,Ostrołęka Grabowo,95.0,"21E31'54""","53N04'28""",WGS84,0.30199517204020165,92.0,21.531667,53.074444,POINT (21.531667 53.074444)
Radio ZET,Kluczbork ul. Młyńska 8,107.4,"18E11'43""","50N58'22""",WGS84,1.0,51.0,18.195278,50.972778,POINT (18.195278 50.972778)
RMF MAXXX - Opole,"Opole, ul. Harcerska 15",102.0,"17E55'13""","50N41'11""",WGS84,0.19952623149688797,152.0,17.920278,50.686389,POINT (17.920278 50.686389)
Program 4 - Polskie Radio 24,Kraków ul. Krzemionki 29,97.2,"19E56'46""","50N02'20""",WGS84,0.3981071705534972,44.0,19.946111,50.038889,POINT (19.946111 50.038889)
RMF FM,"Krynica, Góra Parkowa",105.9,"20E58'01""","49N24'55""",WGS84,1.0,17.0,20.966944,49.415278,POINT (20.966944 49.415278)
RMF FM,"Krynica, Góra Parkowa",105.9,"20E58'01""","49N24'54""",WGS84,0.19952623149688797,17.0,20.966944,49.415,POINT (20.966944 49.415)
Radio Maryja,"Siedlce, ul. Starzyńskiego 7",97.8,"22E18'23""","52N09'25""",WGS84,0.5011872336272722,68.0,22.306389,52.156944,POINT (22.306389 52.156944)
WEEKEND FM,"Miastko, ul. Kaszubska 21",87.8,"16E57'23""","53N59'42""",WGS84,0.5011872336272722,20.0,16.956389,53.995,POINT (16.956389 53.995)
RMF MAXXX - Konin,"Brzeźno Złota Góra, gm. Krzymów",95.8,"18E19'30""","52N10'19""",WGS84,1.9952623149688797,42.0,18.325,52.171944,POINT (18.325 52.171944)
Radio Wnet,"Kraków, ul. Krzemionki 29",95.2,"19E56'46""","50N02'20""",WGS84,0.09999999999999998,55.0,19.946111,50.038889,POINT (19.946111 50.038889)
muzo.fm,"Wrocław, ul. Powstańców Śląskich 95",103.7,"17E01'08""","51N05'40""",WGS84,0.7244359600749903,212.0,17.018889,51.094444,POINT (17.018889 51.094444)
Radio Emaus,"Śrem, ul. Farna 9",106.2,"17E01'08""","52N05'48""",WGS84,5.011872336272723,50.0,17.018889,52.096667,POINT (17.018889 52.096667)
Program 2,Stargard,107.6,"15E00'18""","53N21'01""",WGS84,1.0,85.0,15.005,53.350278,POINT (15.005 53.350278)
RMF Classic,"Gdynia, ul. Bosmańska 51",107.1,"18E32'09""","54N32'42""",WGS84,1.0,62.0,18.535833,54.545,POINT (18.535833 54.545)
VIA - Katolickie Radio Rzeszów,Góra Liwocz - Krzyż Milenijny,94.1,"21E21'03""","49N48'48""",WGS84,1.0,35.0,21.350833,49.813333,POINT (21.350833 49.813333)
Rewal Stacja,"Rewal, ul. Piastowska 26",99.2,"15E01'50""","54N05'06""",WGS84,0.006025595860743577,5.0,15.030556,54.085,POINT (15.030556 54.085)
RMF MAXXX Mazowsze,Mława Szydłówek,88.4,"20E25'06""","53N05'42""",WGS84,0.09999999999999998,92.0,20.418333,53.095,POINT (20.418333 53.095)
RMF MAXXX Mazowsze,"Płońsk, ul. Grunwaldzka 42",90.2,"20E22'27""","52N37'42""",WGS84,0.19952623149688797,56.0,20.374167,52.628333,POINT (20.374167 52.628333)
RMF MAXXX Mazowsze,"Płońsk, ul. Grunwaldzka 42",90.2,"20E22'27""","52N37'42""",WGS84,0.19952623149688797,56.0,20.374167,52.628333,POINT (20.374167 52.628333)
RMF MAXXX - Dolny Śląsk,"Kłodzko, u. Wielisławska 9",99.5,"16E37'57""","50N25'06""",WGS84,0.19952623149688797,70.0,16.6325,50.418333,POINT (16.6325 50.418333)
Radio 7,"Mława, ul. Instalatorów 1",90.8,"20E20'56""","53N08'11""",WGS84,1.0,73.0,20.348889,53.136389,POINT (20.348889 53.136389)
RMF FM,Dęblin Ryki,93.6,"21E57'59""","51N37'25""",WGS84,0.5011872336272722,174.0,21.966389,51.623611,POINT (21.966389 51.623611)
RMF Classic,"Katowice, ul. Uniwersytecka 13",94.1,"19E01'31""","50N15'42""",WGS84,0.6025595860743578,125.0,19.025278,50.261667,POINT (19.025278 50.261667)
Radio Rodzina,Brzeg Opolski ul. Pańska 1,94.0,"17E27'55""","50N51'46""",WGS84,0.5011872336272722,56.0,17.465278,50.862778,POINT (17.465278 50.862778)
Radio Rodzina,Jerzykowice Wielkie,88.7,"16E15'47""","50N26'02""",WGS84,0.5011872336272722,30.0,16.263056,50.433889,POINT (16.263056 50.433889)
Radio Rodzina,"Milicz, ul. Kopernika 29",88.5,"17E16'04""","51N31'19""",WGS84,0.5011872336272722,55.0,17.267778,51.521944,POINT (17.267778 51.521944)
Program 4 - Polskie Radio 24,"Toruń, ul. Ceramiczna 6",89.7,"18E41'36""","53N02'53""",WGS84,1.0,224.0,18.693333,53.048056,POINT (18.693333 53.048056)
Program 4 - Polskie Radio 24,"Toruń, ul. Ceramiczna 6",89.7,"18E41'36""","53N02'53""",WGS84,1.0,224.0,18.693333,53.048056,POINT (18.693333 53.048056)
Program 4 - Polskie Radio 24,Częstochowa  Elsen,98.9,"19E10'52""","50N47'42""",WGS84,1.9952623149688797,149.0,19.181111,50.795,POINT (19.181111 50.795)
Radio Plus Legnica,"Legnica, ul. Ojców Zbigniewa i Michała 1",92.7,"16E09'35""","51N12'23""",WGS84,0.09999999999999998,45.0,16.159722,51.206389,POINT (16.159722 51.206389)
Program 4 - Polskie Radio 24,Ostrołęka Ławy ul. Przemysłowa 2,93.4,"21E37'42""","53N04'42""",WGS84,0.19952623149688797,137.0,21.628333,53.078333,POINT (21.628333 53.078333)
Program 4 - Polskie Radio 24,"Przemyśl, ul. Przemysława 33",91.0,"22E45'57""","49N46'24""",WGS84,1.0,58.0,22.765833,49.773333,POINT (22.765833 49.773333)
ESKA Siedlce,"Siedlce, ul. Piłsudskiego 38",96.8,"22E16'35""","52N10'07""",WGS84,0.19952623149688797,47.0,22.276389,52.168611,POINT (22.276389 52.168611)
ESKA Siedlce,"Siedlce, ul. Terespolska 12",96.8,"22E18'38""","52N09'21""",WGS84,0.5011872336272722,62.0,22.310556,52.155833,POINT (22.310556 52.155833)
Radio 5,Gołdap Piękna Góra,107.5,"22E17'37""","54N16'54""",WGS84,0.09999999999999998,15.0,22.293611,54.281667,POINT (22.293611 54.281667)
Radio 5,"Olecko, ul. Szpitalna 1",94.1,"22E29'49""","54N02'32""",WGS84,0.09999999999999998,30.0,22.496944,54.042222,POINT (22.496944 54.042222)
Radio Maryja,Opole Pl. Kościelny 1,99.9,"17E56'56""","50N38'53""",WGS84,0.30199517204020165,53.0,17.948889,50.648056,POINT (17.948889 50.648056)
Radio Plus Legnica,"Kamienna Góra, ul. Karola Miarki 31",103.4,"16E01'49""","50N46'57""",WGS84,1.0,40.0,16.030278,50.7825,POINT (16.030278 50.7825)
RMF FM,Warszawa Rondo ONZ 1,90.6,"20E59'50""","52N13'57""",WGS84,0.050118723362727206,165.0,20.997222,52.2325,POINT (20.997222 52.2325)
muzo.fm,"Łódź, ul. Piotrkowska 182",102.3,"19E27'36""","51N45'28""",WGS84,0.47863009232263837,82.0,19.46,51.757778,POINT (19.46 51.757778)
Katolickie Radio Podlasie,Górzno,106.0,"21E42'34""","51N50'50""",WGS84,1.0,54.0,21.709444,51.847222,POINT (21.709444 51.847222)
Program 4 - Polskie Radio 24,"Opole, ul Harcerska 15",100.8,"17E55'14""","50N41'12""",WGS84,0.09999999999999998,145.0,17.920556,50.686667,POINT (17.920556 50.686667)
Program 2,Jarosław ul. Przemysłowa 3,93.8,"22E39'54""","50N00'39""",WGS84,0.30199517204020165,98.0,22.665,50.010833,POINT (22.665 50.010833)
Radio 5,"Sejny, ul. Konarskiego 19",99.8,"23E20'30""","54N06'27""",WGS84,0.09999999999999998,30.0,23.341667,54.1075,POINT (23.341667 54.1075)
